Business ID,Name,Ratings,Pricing,Distance_From_Venue,Address,City,Latitude,Longitude
YeIAJqByJRo80ypJ8bW8NA,Mumbai Local Restaurant,3.9,$$,200.88301127955603,1148 Davie Street,Vancouver,49.2808497,-123.132393
NdEPf2Ls5Ql3_nkwjqKvXA,The Flying Pig,4.0,$$,789.9268151349048,1168 Hamilton Street,Vancouver,49.27501,-123.122
RckRmOcX7OtMUDC40Cz3lg,Hello Nori ,4.5,$$,726.1836076859787,1165 Robson Street,Vancouver,49.285607050824446,-123.1261156472925
gt1BSfVFvzI-qHdJ3LUZug,Blue Water Cafe,4.4,$$$$,767.6644057868742,1095 Hamilton St,Vancouver,49.2761945,-123.1209935
z-1HXkudDPE4bY1TbCwE8Q,La Belle Patate,4.1,$$,349.86348851412095,1215 Davie Street,Vancouver,49.2820547306569,-123.133442922354
XFVGGq47_5mUM9QQsRO8nA,Guu Original Thurlow,4.1,$$,588.8920061432553,838 Thurlow Street,Vancouver,49.2839786648396,-123.125567978574
2cXOMeyBCx4JFgs5-CJQdQ,Joe Fortes Seafood & Chop House,4.0,$$$,710.007085423534,777 Thurlow Street,Vancouver,49.28493,-123.12473
GSg5v3ZJxmMPrlAXqat8tA,Le Crocodile Restaurant,4.3,$$$$,487.70413727465893,909 Burrard Street,Vancouver,49.2825393,-123.1252052
4jM6Mvylg6eKUCh6HOdlKg,Samurai Japanese Restaurant,3.4,$$,130.75240259865936,1108 Davie Street,Vancouver,49.2805525,-123.1314877
MjRHsIyZcYV0LpNhM6gbIg,Takis Taverna,3.6,$$,140.66330052407224,1106 Davie Street,Vancouver,49.280582,-123.13164
K1nbiOrySlw_-XG-3NmErQ,Manoush'eh,4.8,$,471.5340684270037,620 Davie Street,Vancouver,49.27667072314417,-123.12570086148996
LSMeZ0lITrnxaz7LGCaeUQ,LOCAL Public Eatery 8th Ave,3.9,$$,105.98784873052476,310 8th Avenue,Calgary,51.0458265,-114.0685829
kmOeRAvOL1oR6Z-4Ggdx6w,Charcut Roast House,4.0,$$$,279.43336213984844,101-899 Centre Street S,Calgary,51.0447273741773,-114.063369728203
SKhV8mF40RcsGrJjkuEwvw,Ten Foot Henry,4.6,$$$,511.8209872252359,1209-1st Street South West,Calgary,51.041083366219205,-114.06598360272451
smrnVFT6UvNTPGqThtoYhA,Hy's Steakhouse & Cocktail Bar,4.4,$$$$,261.4183282113733,8th Avenue and 3rd Street,Calgary,51.0459732605428,-114.070798493922
rThb_bvy1tx0sFj3tPgz7g,Major Tom,3.9,Information not available,79.97221185440763,700 2 Street SW,Calgary,51.046327336913855,-114.0673943716882
UEPOdIiqATvWi7DAvf7QDA,Goro + Gun,3.4,$$,87.57940269935003,225 7 Ave SW,Calgary,51.04642,-114.0671282
LKzDrKa0FRrRATi1gqPEiw,Murrieta's West Coast Bar & Grill,3.9,$$$,137.2847104285652,808 1st Street SW,Calgary,51.0454017,-114.0652789
t8QL1WTAlkdGnTPwqEwDIA,Klein Harris,4.5,$$,238.9376750861005,110 8 Avenue SW,Calgary,51.0456643626792,-114.063681
4MlVKZ1ZbVA__MA-7D3gYQ,Vintage Chophouse and Tavern,4.1,$$$,340.51420341275985,320 11 Avenue SW,Calgary,51.042678,-114.068379
5fE9BDxFj66rhbnJ8PmZZw,Cactus Club Cafe,3.7,$$,203.88057606665697,178-317 7th AVE SW,Calgary,51.0459344675276,-114.06997511297024
zGW3QmAhOKK49UfJ85O8UQ,The Wednesday Room,4.1,$$,208.9450893744727,100 - 118 8th Avenue SW,Calgary,51.045689,-114.064111
gLUT5YFfZWUe5JbD-zNGfg,One18 Empire,4.3,$$,304.0202671115028,820 Centre Street S,Calgary,51.0449785065218,-114.062875968123
zUct0miShgOPuNad8BEJjw,The Guild,3.1,$$$,81.26385469292485,200 8 Avenue SW,Calgary,51.04575,-114.06609
NhEf4G4gO-RZNUHWSVeqoA,Sukiyaki House,4.0,$$$,127.06199384974303,130-207 9 Avenue SW,Calgary,51.044529245076696,-114.06662568598328
YpoIDLyRGhgciExGAHRQcw,Native Tongues Taqueria,4.1,$$,471.63107018156506,235 12 Avenue SW,Calgary,51.041401,-114.0675588
-dWbB9wKYsH-HESAANWajw,Bottlescrew Bill's Pub / Buzzards Restaurant & Bar,3.4,$$,257.0992830321321,140 10 Avenue SW,Calgary,51.04357457160994,-114.0654223294998
bLHkYNWd1ekJZVddTkekeg,Cucina,4.2,$$$,359.3230984871944,515 8th Avenue SW,Calgary,51.04571209173256,-114.07223686864776
iAhAnPxgKb6fzxrEcoHtlw,OEB Breakfast,4.5,$$,380.77192857659736,222 5 Avenue SW,Calgary,51.04859,-114.06682
m7ommfJFalI47UksyX04Iw,The Palomino,3.6,$$,257.87842844168836,109 7 Ave SW,Calgary,51.0463276,-114.0635792
xiWmyJyTa7o1H6uUNH2dEw,SALTLIK Calgary,3.6,$$$,265.6360319920698,101 8 Avenue SW,Calgary,51.045289,-114.063295
B70iTJjcPkuYn8ouUewWgw,Gusto 101,4.0,$$,316.30749784025403,101 Portland Street,Toronto,43.645002131066,-79.400309337027
snw9iNNLpFYZeHotW00uVA,Lee,4.1,$$$,181.27879954647742,497 Richmond Street W,Toronto,43.64719115126137,-79.3993497
hDy-uY7Vy_TZdGBzw59lhA,Saku Sushi,4.1,$$,106.35050518528737,478 Queen Street W,Toronto,43.6482,-79.4003
2cKAew-9iLS-mo-TtOgFiA,Raku,4.1,$$,174.1756746488054,456 Queen St W,Toronto,43.64831,-79.39944
dd3GZs6zW2t7BM0cbxAzvg,La Palette,4.1,$$$,47.30377495688896,492 Queen Street W,Toronto,43.64797,-79.40098
taSRrjQs0O7pnzd5oiQx7Q,Ramen Isshin,4.4,$$,84.17034481776903,609 Queen Street W,Toronto,43.64731,-79.40233
h8vVxwP6FnlkRDONKBHT-w,Chubby's Jamaican Kitchen,4.2,$$,270.9959937769719,104 Portland Street,Toronto,43.64532,-79.40066
rl137V_5Hx0cJAV4beVdhA,Campechano Taquería,4.1,$$,219.54227186920596,504 Adelaide Street W,Toronto,43.64586,-79.40077
sXg2NCfiCqK_X_4R5NK_jQ,BarChef,4.3,$$$,119.5167775861599,472 Queen Street W,Toronto,43.6482201,-79.4001694
FhZaBOpSqf0pQmsEYxUPyg,Zakkushi on Queen West,4.4,$$$,331.3703922793409,620 Queen Street W,Toronto,43.64706,-79.40546
FML0YqZ7dLBBC3Suap4_4Q,416 Snack Bar,3.9,$$,191.84394351387124,181 Bathurst Street,Toronto,43.64755,-79.40385
h_4dPV9M9aYaBliH1Eoeeg,Wvrst,4.0,$$,394.4973668285528,609 King Street W,Toronto,43.64418555054,-79.401014855291
EEIz44ewHhOKmfTloAK13g,Alo Restaurant,4.5,$$$$,453.3592802227393,163 Spadina Avenue,Toronto,43.64851,-79.39584
uPa5hrWmHm0n1l4MSyVMGQ,Aloette,4.4,$$$,453.8152747370726,163 Spadina Avenue,Toronto,43.64855831176563,-79.395963
A7waf6G3cvnLfAqKeLL8DA,Buca,3.8,$$$,367.0189081569249,604 King Street W,Toronto,43.64462,-79.40045
1I3PnP5FSkur8AXp6izLOw,The Dime,3.6,$,93.36241058321157,538 Queen Street West,Toronto,43.6476526616345,-79.4026391208172
VRwT0pscR5vESCrAnUpNwQ,Wilbur Mexicana,4.1,$$,398.77942131033865,552 King Street W,Toronto,43.64494,-79.39866
ZumOnWbstgsIE6bJlxw0_Q,Jacobs & Co. Steakhouse,4.4,$$$$,379.0912229451885,12 Brant Street,Toronto,43.64539876116,-79.3980279011192
K9yTWyqhobw6wtMJKUm8zw,Midori Ramen,4.3,$$,318.58355123174437,412 Queen Street W,Toronto,43.6487,-79.39774
YJ05ntGlszxACOD5zn1YjA,The Burger's Priest,3.8,$$,346.1743239715231,463 Queen Street W,Toronto,43.6484032,-79.3972855
_zxUlzXG_qvnXW0BGE6bhw,The Bicycle Thief,4.4,$$$,584.7758137209182,1475 Lower Water Street,Halifax,44.64338,-63.56897
mZtGje7CV7bT9CdHYvmTYg,Café Chianti,3.6,$$$,256.71413239654953,1209 Marginal Road,Halifax,44.6406279,-63.5660711
azvp93ezxfgNlP5Ixlj0XQ,Ristorante a Mano,4.1,$$,659.4821726320183,1477 Lower Water Street,Halifax,44.6437618065173,-63.5693248642386
NKK4ry4MD9wNhO9CIaBEvQ,2 Doors Down,4.2,$$,897.167325847612,1533 Barrington Street,Halifax,44.644845,-63.572681
FuNZG2MNxG9mhlsGdVc4ZQ,Boneheads BBQ,3.7,$$,361.213861377717,1014 Barrington St,Halifax,44.63638,-63.56972
_rQQSy12mDFEnA3ItuQoNQ,Talay Thai Restaurant,3.9,$$,516.9988446296452,1300 Hollis Street,Halifax,44.64193,-63.57009
pVI9bjIyQ8fg1K7staTPTw,Cha Baa Thai,4.2,$$,1080.1881219558827,1546 Queen St,Halifax,44.64397,-63.57704
Cn3jWLTuRhhUoyEtaWowIw,Buta Ramen,4.5,$$,547.3733899145392,5190 Morris St,Halifax,44.6417,-63.57093
bfraCVpllrSnqR_Tc_NfNQ,Tomavino's Pizzeria,4.0,$,124.95429553373022,1113 Marginal Road,Halifax,44.6394101754382,-63.56639246097525
SvqIBqjFZ0uIM5fr81NyWw,Pier 21 National Historic Site,4.2,Information not available,31.34229490486713,1055 Marginal Road,Halifax,44.6380751,-63.5658145
FHgeRr1nGyICfd3jajUBfw,Durty Nelly's,3.9,$$,1100.6650733139172,5221 Sackville Street,Halifax,44.6462539715318,-63.5743296146393
Fax7jTW2aBO1Sqw7ga0-NQ,Piatto Pizzeria + Enoteca,3.8,$$,523.9249853446638,5144 Morris Street,Halifax,44.6420403,-63.5695992
PioTCW-iZMOEkcORYE5lxA,Darrell's,4.2,$$,615.3154803427674,5576 Fenwick Street,Halifax,44.6378312,-63.57375807483405
LLNOWPlPjiRYh4R270LYxg,Mirchi Tandoor,4.3,$$,968.6850852977892,5232 Blowers Street,Halifax,44.64497,-63.5739
vs2omjJnU04jKoJu7z2e1Q,Norbert's Good Food,3.8,$$,324.5842793990362,1209 Marginal Road,Halifax,44.6411875,-63.5667763
c_0JFk_bmxxtz0lglIvToA,The Stubborn Goat Gastropub,3.7,$$,1029.9512518961142,1579 Grafton Street,Halifax,44.6453618095156,-63.5744680465882
lcfTLX_LwlMVq9-zjhn2Fw,Shuck Seafood and Raw Bar,3.9,$$,844.4761057325497,5120 Salter Street,Halifax,44.64503,-63.57088
SHVCdewnIzOmCTE9Vc2Xiw,Sushi Nami Royale,3.8,$$,906.7131288980966,1458 Queen Street,Halifax,44.642311,-63.576005
YuTxQKmoj_Z6dl6WczTNNw,Bearly's House of Blues and Ribs,3.8,$$,511.75671893216315,1269 Barrington Street,Halifax,44.64135,-63.5709
xkfEPPyrpxEG_ISXMtmJkA,The Board Room Game Cafe,4.4,$,472.0744079083856,1256 Barrington Street,Halifax,44.6408097,-63.5708441
uxJqItMyU6pAJxxmveiXBw,Chinatown BBQ,4.4,$$,60.691966412687236,130 E Pender Street,Vancouver,49.280294,-123.1015
K1943yeGQELTUeiH6bDa2g,Bao Bei Chinese Brasserie,3.9,$$$,101.8994809030835,163 Keefer Street,Vancouver,49.2796095312486,-123.100574596039
1KSuwOYn_bmhAEAgUriYYA,Kissa Tanto,4.1,$$$$,189.90727960670344,263 E Pender Street,Vancouver,49.2806,-123.09812
yeNenSjz_HCqngGFU5d8NQ,Phnom Penh,4.2,$$,296.15624924110057,244 E Georgia Street,Vancouver,49.278431,-123.098205
NN19pPLwqETuATMNlUNb_Q,New Town Bakery & Restaurant,3.7,$,40.50823004266856,148 Pender Street E,Vancouver,49.280153,-123.101201
-rfxpW-yQOWm-ZkbM8C6pQ,Jade Dynasty Restaurant,3.5,$$,17.688719285441792,137 E Pender Street,Vancouver,49.28066,-123.10097
r-UGAU1-PsZ6HNZW237O-Q,Salt Chinatown,4.1,$$,139.76615658824383,227 East Pender Street,Vancouver,49.28042301,-123.09855695
rbgjXYiutRMsKCOrzkm5aw,Oyster Express,4.5,$$,278.9069941738098,296 Keefer Street,Vancouver,49.2792784082144,-123.097397130932
zs5zgv7rNOXurPQnqdW-qA,Fat Mao,4.0,$$,236.1787723105684,217 E Georgia Street,Vancouver,49.27881,-123.09893
uAROEz8D29elXoNxjnPrkQ,Twisted Fork,4.1,$$,400.9036179236191,213 Carral Street,Vancouver,49.283194,-123.104445
iLeNiouZRJ0xNGNY8SrJLQ,Kosoo Pocha At Sai Woo,3.6,$$,34.83980759644309,158 East Pender Street,Vancouver,49.28015,-123.10099
H4h_nwZW7f2Yj9ONdzGxHQ,PiDGiN,4.0,$$$,294.0153413650869,350 Carrall Street,Vancouver,49.2819071402452,-123.104188653967
nPpD5ZbLFb6OF204TW1lSA,MILA Plant-Based,4.4,$$$,102.86920782377447,185 Keefer Street,Vancouver,49.27963,-123.10017
azoKlaqB7hdfMs_1zr9uBw,The Keefer Bar,4.3,$$,126.65028198411682,135 Keefer Street,Vancouver,49.2794866783565,-123.101473627377
G42wPpAtYNSoX5QxEt6pVg,Di Beppe,4.1,$$,342.2420631053392,8 W Cordova Street,Vancouver,49.28237705581659,-123.10450043738042
3r9FUpajfS7Or9CVzUmFlg,St Lawrence Restaurant,4.4,$$$,363.8376962114042,269 Powell Street,Vancouver,49.2832584031253,-123.097993419888
z8Ll85vU-pEELbqbb7K-9w,Dalina,4.3,$$,206.80398424632006,687 Main Street,Vancouver,49.27871720471554,-123.1000357527092
jENYBO-hThuNhIBZBw3n4A,Pacific Poke,4.3,$$,171.96557115900242,625 Main Street,Vancouver,49.27904649884744,-123.1000169
nNhGmSP8xcBAWokkNv0m1w,Calabash Bistro,4.1,$$,258.8338540560452,428 Carrall Street,Vancouver,49.281004479966,-123.104228199529
aFOMOdl6Qe6Qr5paoQmYYQ,"Juke Fried Chicken, Ribs and Cocktail Bar",3.2,$$,137.1200598520683,182 Keefer Street,Vancouver,49.2793701,-123.1008339
W_rgNXRJe3zgT4ZSP1Qnyg,Pedal Pub Toronto,5.0,Information not available,108601.42344085778,,Toronto,43.64869,-79.38544
8IqVdS0q-JpzZc1-it4lRg,Food Cabbie,4.2,$,49276.33933375728,,Toronto,43.653247833252,-79.3751907348633
b5dad9zqYR-WxUdeWEbIGg,The Mighty Cob,5.0,Information not available,51174.03220827155,1107 Derry Road East,Mississauga,43.6683144,-79.6827608
IQT5MdDRu_swYKjZs-XtBA,The Works,3.9,$$,333.4034271428154,363 St Laurent Boulevard,Ottawa,45.4487171,-75.6509435
G2VsE8DuzdPKwNyVM8bTWQ,Eat at Mia's,4.3,$$,226.4244469602305,327 Saint Laurent Boulevard,Ottawa,45.450030349765406,-75.65155396
pzWyq7ia4cgFB9g6jYpdCA,Idriss,4.8,Information not available,214.82218210896892,319 St Laurent Blvd,Ottawa,45.4503068694889,-75.651834285821
Z0HFiDW3fuvYcwkRLxG2rw,Epicuria,4.1,$$$,314.9043430474499,357 St Laurent Boulevard,Ottawa,45.4490721,-75.6513014
o6LCxe-mpZQoMniCsUFRRg,Bread & Roses Bakery,4.0,$$$,232.47095529908435,323 St Laurent Blvd,Ottawa,45.4500721,-75.6517793
r7uvoLc0b_I4euHzr3aNgQ,Canada Aviation and Space Museum,3.8,Information not available,842.6636362072402,11 Aviation Parkway,Ottawa,45.4581642,-75.644246
-2WJ7fxh2u1pSxrXLNRRCg,NY Pizza,3.0,Information not available,190.35509793780946,293 St. Laurent Boulevard,Ottawa,45.45119,-75.65218
c_mXHfJGEngBFZvp7QzEdw,Le St Laurent,4.7,Information not available,701.3562731768026,460 St Laurent blvd,Ottawa,45.44537,-75.64977
pfClY5z5wTIa9He4Gqg9wA,Papa Johns Pizza,1.8,Information not available,338.9784613735419,375 St. Laurent Boulevard,Ottawa,45.44874785361577,-75.6507178
hWMGGAqducdk89WwLA58JA,Revival Coffee House,5.0,Information not available,701.3562731768026,460 St Laurent Boulevard,Ottawa,45.445386,-75.649769
W-ULhCNr4YPMTKtxP2AVDg,Pio Peruvian Rotisserie Chicken,4.6,$$,510.14907011590793,2929 Sunridge Way NE,Calgary,51.069252,-113.9965744
dLcF-dTMwDaVMwCdb06mFQ,Garden of Italy,4.6,$$,767.2037443333347,101-2763 Sunridge Way NE,Calgary,51.0719884188839,-113.999735858266
5aNOFu1iK40mVU0PiPEQsw,Pita Basket - Sunridge,3.5,$$,610.7980909347491,3221 Sunridge Way NE,Calgary,51.0687438041495,-113.99256890636
dzIcnoQnJjQwEeRxZYObUw,Tasse Bakery,5.0,Information not available,1193.1150356718983,14-3220 5 Avenue NE,Calgary,51.0572,-113.98695
7fRWoLqFOgOOSqV-SxjRCw,Ric's Lounge & Grill,2.9,$$,670.7444742506854,2875 Sunridge Way NE,Calgary,51.071132147069335,-113.99912712444696
wOvfARn2x-fbYgqq6xk-Rw,Friends Pizza & Pasta,4.5,Information not available,987.308710195449,2066 18 Avenue NE,Calgary,51.06909,-114.01208
WSU7vPjNVYAgPtD5lHp0BA,Heathen's Brewing,4.0,Information not available,833.106278698883,3300 14 Avenue NE,Calgary,51.06577904622685,-113.98723684047546
sjYO-morI9NdK0LB8lG85g,Dong Khanh,3.5,$,987.308710195449,2066 18 Ave NE,Calgary,51.06921,-114.01218
